step,here_m,x,y,yaw,steer,cte_m,in_bridge,speed_mph
0,10.0,656.8673,15.3798,-109.7334,-0.004836,-0.018281,0,19.627
1,10.0,656.2805,13.7669,-110.0702,-0.107033,0.005761,0,18.766
2,12.0,655.6668,12.2544,-112.428,-0.046335,-0.019582,0,17.915
3,14.0,655.0126,10.8044,-114.4404,-0.001956,-0.082125,0,17.842
4,16.0,654.3273,9.3257,-114.9139,-0.047067,-0.11331,0,18.697
5,16.0,653.5728,7.7768,-116.1361,-0.054676,-0.048502,0,19.725
6,18.0,652.7402,6.1929,-118.011,-0.081883,-0.018599,0,20.135
7,20.0,651.8404,4.6455,-120.6756,-0.053721,-0.000307,0,19.856
8,22.0,650.8998,3.1662,-122.8804,-0.096638,0.00905,0,19.395
9,22.0,649.908,1.7656,-125.8076,-0.020665,0.046341,0,19.102
10,24.0,648.8763,0.3983,-127.2641,-0.108542,0.059056,0,19.277
11,26.0,647.7679,-0.9419,-130.0745,-0.063371,0.05363,0,19.654
12,28.0,646.5715,-2.2552,-132.734,-0.064918,0.026444,0,20.028
13,30.0,645.3094,-3.5335,-135.0906,-0.046031,-0.007583,0,20.102
14,30.0,644.0085,-4.7645,-136.968,-0.066785,0.029738,0,19.946
15,32.0,642.6762,-5.9334,-139.1655,-0.075061,0.019469,0,19.733
16,34.0,641.304,-7.0332,-141.744,-0.065541,-0.007053,0,19.655
17,36.0,639.8838,-8.0747,-144.1725,-0.050398,-0.047268,0,19.766
18,38.0,638.415,-9.0734,-146.1459,-0.108444,-0.08712,0,19.955
19,38.0,636.8871,-9.9994,-149.3833,-0.06484,-0.080168,0,20.013
20,40.0,635.3117,-10.8501,-152.1416,-0.061779,-0.149971,0,20.024
21,42.0,633.7056,-11.6348,-154.4343,-0.017373,-0.227465,0,19.965
22,44.0,632.0861,-12.38,-155.5394,-0.050823,-0.281451,0,19.922
23,44.0,630.4511,-13.0824,-157.0536,-0.036587,-0.260353,0,19.902
24,46.0,628.797,-13.7424,-158.5132,0.007406,-0.254462,0,19.942
25,48.0,627.134,-14.3927,-158.7126,-0.073977,-0.19602,0,19.996
26,50.0,625.4532,-14.9983,-160.5253,-0.057584,-0.120843,0,19.981
27,52.0,623.7508,-15.5398,-162.7341,-0.089889,-0.04899,0,19.986
28,52.0,622.0261,-15.999,-165.6332,-0.118927,0.062025,0,19.959
29,54.0,620.2784,-16.3438,-169.5494,-0.066359,0.083275,0,19.926
30,56.0,618.5124,-16.595,-172.4585,-0.143958,0.073217,0,19.982
31,58.0,616.7347,-16.7238,-176.681,-0.041979,0.004072,0,19.937
32,60.0,614.949,-16.7618,-179.2567,0.031979,-0.083674,0,20.014
33,60.0,613.1581,-16.7964,-178.9342,0.01495,-0.069302,0,20.05
34,62.0,611.3657,-16.8488,-178.2505,-0.00429,-0.034779,0,20.053
35,64.0,609.575,-16.9045,-178.1955,-0.020044,0.007807,0,20.023
36,66.0,607.787,-16.9461,-178.7504,-0.022858,0.036349,0,19.987
37,68.0,606.0011,-16.9646,-179.547,-0.003424,0.041735,0,19.974
38,70.0,604.2147,-16.9707,-179.877,0.010366,0.034747,0,19.989
39,72.0,602.4265,-16.9809,-179.6544,0.000535,0.031863,0,20.012
40,74.0,600.6367,-16.9949,-179.5384,0.004988,0.032766,0,20.024
41,76.0,598.8467,-17.0129,-179.3972,-0.004489,0.037628,0,20.018
42,76.0,597.0576,-17.03,-179.4632,3.6e-05,0.041655,0,20.003
43,78.0,595.2699,-17.0456,-179.5049,0.000431,0.044211,0,19.992
44,80.0,593.4826,-17.0615,-179.4956,0.001264,0.046956,0,19.991
45,82.0,591.695,-17.0783,-179.4583,-0.005254,0.050655,0,19.999
46,84.0,589.9066,-17.092,-179.5825,-0.00169,0.051316,0,20.007
47,86.0,588.1178,-17.1026,-179.6791,-0.000989,0.048805,0,20.009
48,88.0,586.329,-17.1116,-179.7249,0.003558,0.044715,0,20.005
49,90.0,584.5408,-17.1224,-179.6431,0.003175,0.042453,0,19.999
50,92.0,582.7529,-17.1367,-179.5248,-0.002165,0.04366,0,19.996
51,94.0,580.9653,-17.151,-179.5473,0.003709,0.044817,0,19.997
52,94.0,579.1772,-17.1671,-179.4705,-0.001456,0.047844,0,20.001
53,96.0,577.3891,-17.1837,-179.4721,-0.081767,0.051334,0,20.003
