step,here_m,x,y,yaw,steer,cte_m,in_bridge,speed_mph
0,10.0,656.8673,15.3798,-109.7334,-0.033418,-0.018281,0,19.627
1,10.0,656.2638,13.7735,-110.7773,-0.075137,-0.01222,0,18.761
2,12.0,655.6357,12.2643,-112.8686,-0.047131,-0.052083,0,17.956
3,14.0,654.975,10.8139,-114.6574,-0.038071,-0.120183,0,17.867
4,16.0,654.2628,9.3475,-116.0132,-0.035437,-0.180435,0,18.683
5,16.0,653.4778,7.816,-117.2717,-0.021567,-0.150788,0,19.701
6,18.0,652.637,6.238,-118.1922,-0.044279,-0.130285,0,20.126
7,20.0,651.7603,4.676,-119.5729,-0.022207,-0.083926,0,19.877
8,22.0,650.8723,3.1623,-120.5993,-0.090234,-0.010709,0,19.414
9,22.0,649.9476,1.7156,-122.9913,-0.119113,0.107923,0,19.097
10,24.0,648.9383,0.3386,-126.7533,-0.059173,0.144821,0,19.199
11,26.0,647.8443,-1.0119,-129.382,-0.076222,0.157253,0,19.68
12,28.0,646.6653,-2.3441,-131.9608,-0.085659,0.155611,0,20.058
13,30.0,645.4076,-3.6286,-134.9467,-0.055503,0.128792,0,20.106
14,30.0,644.1024,-4.8542,-137.2744,-0.071123,0.159292,0,19.933
15,32.0,642.7618,-6.0112,-139.6842,-0.055395,0.13398,0,19.715
16,34.0,641.3873,-7.1076,-141.821,-0.044218,0.102245,0,19.66
17,36.0,639.9758,-8.1629,-143.5301,-0.025901,0.077275,0,19.783
18,38.0,638.5295,-9.1967,-144.6644,-0.050937,0.077469,0,19.968
19,38.0,637.0461,-10.1987,-146.2635,-0.051329,0.172605,0,20.055
20,40.0,635.53,-11.1546,-148.114,-0.134243,0.221476,0,20.026
21,42.0,633.9702,-12.0129,-151.89,-0.078519,0.227619,0,19.851
22,44.0,632.3683,-12.7731,-155.2078,-0.057635,0.189892,0,19.838
23,44.0,630.7319,-13.4658,-157.5246,-0.065129,0.201447,0,19.92
24,46.0,629.0614,-14.0948,-159.8112,-0.081791,0.166565,0,20.009
25,48.0,627.3583,-14.646,-162.5836,-0.040947,0.111705,0,20.033
26,50.0,625.6356,-15.1364,-164.4914,-0.089783,0.057629,0,20.029
27,52.0,623.8976,-15.5483,-167.204,-0.166683,-0.011861,0,19.951
28,52.0,622.1442,-15.8183,-172.1387,-0.071332,-0.091904,0,19.815
29,54.0,620.3752,-15.9725,-175.6435,-0.016588,-0.269516,0,19.922
30,56.0,618.5903,-16.08,-176.866,-0.041382,-0.43152,0,20.063
31,58.0,616.7946,-16.1468,-178.1504,-0.017589,-0.569101,0,20.115
32,60.0,614.9976,-16.1826,-179.039,-0.002134,-0.662227,0,20.079
33,60.0,613.2063,-16.2071,-179.2974,-0.035112,-0.658092,0,19.998
34,62.0,611.4221,-16.2052,179.7639,-0.057067,-0.67794,0,19.932
35,64.0,609.642,-16.1511,177.9485,-0.0448,-0.745056,0,19.924
36,66.0,607.8616,-16.043,176.2093,-0.098307,-0.866189,0,19.982
37,68.0,606.0858,-15.8507,173.2723,-0.061818,-1.071499,0,19.995
38,70.0,604.3173,-15.576,170.6915,-0.032767,-1.359196,0,20.034
39,72.0,602.5552,-15.2495,169.1712,0.016025,-1.698582,0,20.047
40,74.0,600.7952,-14.9159,169.2206,0.044664,-2.045062,0,20.023
