step,here_m,x,y,yaw,steer,cte_m,in_bridge,speed_mph
0,10.0,656.8673,15.3798,-109.7334,-0.039379,-0.018281,0,19.627
1,10.0,656.2606,13.775,-110.9231,-0.035886,-0.015772,0,18.758
2,12.0,655.6478,12.2578,-112.1696,-0.066479,-0.038425,0,17.979
3,14.0,655.0023,10.8,-114.069,-0.060012,-0.089565,0,17.864
4,16.0,654.2892,9.3355,-116.0964,-0.031228,-0.151508,0,18.663
5,16.0,653.5001,7.8076,-117.4385,-0.050172,-0.127156,0,19.69
6,18.0,652.6392,6.2418,-119.0685,-0.082677,-0.130372,0,20.118
7,20.0,651.7117,4.7114,-121.7003,-0.060699,-0.143922,0,19.859
8,22.0,650.7404,3.2512,-124.0827,-0.074828,-0.169603,0,19.407
9,24.0,649.7268,1.8629,-126.5723,-0.017112,-0.212098,0,19.136
10,24.0,648.6819,0.503,-127.7391,-0.072149,-0.157668,0,19.289
11,26.0,647.5768,-0.8429,-129.7206,-0.0775,-0.154531,0,19.673
12,28.0,646.389,-2.1627,-132.4039,-0.037829,-0.168057,0,19.999
13,30.0,645.1461,-3.4567,-134.1859,-0.08376,-0.174279,0,20.079
14,30.0,643.8559,-4.6931,-136.722,-0.116706,-0.125672,0,19.899
15,32.0,642.5062,-5.833,-140.4903,-0.150308,-0.165998,0,19.68
16,34.0,641.0797,-6.8493,-145.3678,0.060106,-0.28848,0,19.591
17,36.0,639.6276,-7.8378,-145.7836,0.01968,-0.386692,0,19.735
18,38.0,638.1747,-8.8614,-144.7917,-0.092356,-0.392634,0,20.002
19,38.0,636.6808,-9.8515,-146.8254,-0.095337,-0.313134,0,20.081
20,40.0,635.1338,-10.7594,-150.1554,-0.045426,-0.313932,0,20.041
21,42.0,633.5564,-11.6024,-152.3215,-0.054701,-0.320689,0,19.968
22,44.0,631.9577,-12.3879,-154.2339,-0.078969,-0.323422,0,19.898
23,46.0,630.3302,-13.101,-156.8129,-0.087485,-0.339677,0,19.878
24,46.0,628.6667,-13.7296,-159.843,-0.039316,-0.310563,0,19.925
25,48.0,626.974,-14.2997,-161.7604,-0.048891,-0.331575,0,20.02
26,50.0,625.2593,-14.8203,-163.466,-0.071829,-0.340869,0,20.056
27,52.0,623.5261,-15.2725,-165.822,-0.081701,-0.355282,0,20.017
28,54.0,621.7782,-15.6401,-168.6493,0.017741,-0.390019,0,19.957
29,54.0,620.028,-15.981,-169.1004,-0.091857,-0.312634,0,19.944
30,56.0,618.271,-16.2665,-171.2063,-0.088006,-0.27774,0,19.91
31,58.0,616.4998,-16.4585,-174.3347,-0.027168,-0.272862,0,19.962
32,60.0,614.7157,-16.595,-175.9526,-0.023353,-0.253039,0,20.051
33,62.0,612.9241,-16.6996,-176.884,-0.015679,-0.172559,0,20.082
34,62.0,611.1315,-16.781,-177.5475,-0.029396,-0.10433,0,20.05
35,64.0,609.3427,-16.8341,-178.4824,-0.013719,-0.064309,0,19.989
36,66.0,607.5576,-16.8648,-179.1443,0.01696,-0.046659,0,19.958
37,68.0,605.7736,-16.8996,-178.8589,-0.013977,-0.024925,0,19.965
38,70.0,603.9874,-16.9304,-179.0607,-0.020569,-0.00724,0,19.998
39,72.0,602.1981,-16.9422,-179.7281,-0.008653,-0.008508,0,20.026
40,74.0,600.4069,-16.9396,179.8314,0.017602,-0.024207,0,20.032
41,76.0,598.6168,-16.9442,-179.8102,0.000634,-0.032743,0,20.012
42,78.0,596.8286,-16.9553,-179.6213,-0.005045,-0.034744,0,19.991
43,78.0,595.0417,-16.9638,-179.7371,0.004617,-0.039267,0,19.983
44,80.0,593.2547,-16.9739,-179.6667,-0.004738,-0.042314,0,19.991
45,82.0,591.4667,-16.9824,-179.7464,0.005145,-0.046913,0,20.005
46,84.0,589.6777,-16.9926,-179.6577,-0.002181,-0.049782,0,20.013
47,86.0,587.8884,-17.0032,-179.665,0.013112,-0.052244,0,20.01
48,88.0,586.0999,-17.022,-179.343,0.001911,-0.046548,0,20.0
49,90.0,584.3122,-17.0473,-179.1617,-0.010024,-0.034365,0,19.994
50,92.0,582.5248,-17.0672,-179.3964,0.0055,-0.02757,0,19.994
51,94.0,580.7372,-17.0871,-179.3526,0.013484,-0.020677,0,19.999
52,96.0,578.949,-17.118,-178.9512,-0.018103,-0.002905,0,20.003
53,96.0,577.1609,-17.1421,-179.283,-0.028227,0.008106,0,20.001
54,98.0,575.3728,-17.1408,179.8102,0.023091,-0.00629,0,19.998
55,100.0,573.5853,-17.1432,-179.8846,0.016547,-0.016947,0,19.992
56,102.0,571.7978,-17.1642,-179.2379,-0.006464,-0.009026,0,19.998
57,104.0,570.0097,-17.1879,-179.2281,-0.005524,0.001596,0,20.004
58,106.0,568.221,-17.2065,-179.428,-0.011383,0.007106,0,20.008
59,108.0,566.4323,-17.2153,-179.7835,-0.004208,0.002806,0,20.005
60,110.0,564.6438,-17.2164,179.9883,0.017783,-0.009222,0,20.001
61,112.0,562.856,-17.2271,-179.5984,-0.017964,-0.011634,0,19.995
62,112.0,561.0685,-17.2322,-179.8886,-0.028629,-0.019553,0,19.992
63,114.0,559.2809,-17.2118,179.1978,0.040038,-0.053074,0,19.995
64,116.0,557.4941,-17.2062,179.9317,0.015119,-0.071747,0,19.986
65,118.0,555.7068,-17.2249,-179.2904,0.009434,-0.066176,0,20.0
66,120.0,553.9183,-17.2572,-178.8712,-0.022107,-0.046894,0,20.012
67,122.0,552.1292,-17.28,-179.3405,-0.018885,-0.037286,0,20.01
68,124.0,550.3405,-17.2821,179.9514,0.021922,-0.049136,0,20.004
69,126.0,548.5527,-17.2906,-179.6821,-0.010478,-0.050348,0,19.993
70,128.0,546.7651,-17.2993,-179.7453,-0.020369,-0.045588,0,19.992
71,128.0,544.9777,-17.2908,179.6308,0.026205,-0.057993,0,19.998
72,130.0,543.1896,-17.2917,-179.9004,0.019466,-0.061018,0,19.999
73,132.0,541.4015,-17.3149,-179.1423,-0.022723,-0.041712,0,20.005
74,134.0,539.6134,-17.3314,-179.5221,-0.012792,-0.029108,0,20.002
75,136.0,537.8253,-17.3317,179.9275,-2.2e-05,-0.032715,0,20.003
76,138.0,536.0366,-17.3262,179.786,-0.003217,-0.042069,0,20.004
77,140.0,534.2482,-17.3176,179.694,-0.000351,-0.054642,0,20.003
78,142.0,532.4601,-17.3071,179.6518,0.001318,-0.069062,0,20.002
79,144.0,530.6719,-17.2971,179.6808,0.001386,-0.082937,0,20.001
80,146.0,528.8838,-17.2885,179.7301,0.02183,-0.095438,0,20.001
81,146.0,527.0958,-17.2952,-179.6883,0.002612,-0.092644,0,19.997
82,148.0,525.3077,-17.3124,-179.3994,-0.028679,-0.079341,0,19.999
83,150.0,523.5199,-17.3125,179.8959,0.01619,-0.083141,0,19.995
84,152.0,521.7324,-17.3128,-179.9693,0.017438,-0.086796,0,19.996
85,154.0,519.9445,-17.3299,-179.368,-0.019631,-0.07356,0,20.001
86,156.0,518.1564,-17.341,-179.6942,-0.016943,-0.066391,0,20.001
87,158.0,516.3682,-17.3339,179.6771,-0.004917,-0.077327,0,20.004
88,160.0,514.5796,-17.3163,179.3678,0.024611,-0.098894,0,20.005
89,162.0,512.7914,-17.312,179.9464,0.01871,-0.107052,0,19.998
90,162.0,511.0038,-17.3295,-179.3228,-0.017858,-0.093505,0,19.998
91,164.0,509.2162,-17.3434,-179.585,-0.013105,-0.083512,0,19.996
92,166.0,507.4281,-17.3427,179.9048,0.013389,-0.088041,0,20.001
93,168.0,505.64,-17.3455,-179.8879,0.01059,-0.08916,0,20.003
