step,time_sec,nn_steer,expert_steer,cte_m,cte_ft,speed_mph,x,y,yaw
49,9.8,-0.006777280941605568,-0.01705659912840765,0.03181408377025941,0.10437691859681789,19.9982781822568,114.86558532714844,45.322044372558594,0.2534034848213196
50,10.0,0.024648606777191162,-0.012501911981393648,0.03548646128738797,0.11642540165011395,19.99930150297188,116.6535873413086,45.324031829833984,0.05032041296362877
51,10.2,-0.014025919139385223,-0.02718674083435043,0.052742874826253415,0.17304093344496524,19.99418351246214,118.4412841796875,45.33960723876953,0.6169610023498535
52,10.4,-0.009319053031504154,-0.027232289985597236,0.06992178528266048,0.2294021900267638,19.994995777596102,120.2287826538086,45.355106353759766,0.5024615526199341
53,10.6,-0.01827818900346756,-0.019989544465994942,0.07646874359808385,0.2508817127463374,20.000667268167298,122.0167236328125,45.35997009277344,0.12919895350933075
54,10.8,0.027887769043445587,-0.006505972184060854,0.06679496321090114,0.2191435871008529,20.003563137056663,123.80497741699219,45.34860610961914,-0.4496459364891052
55,11.0,0.0016381042078137398,-0.03658558923763802,0.06769378720543066,0.22209248481506513,19.994652864260953,125.5929183959961,45.34782028198242,0.07642653584480286
56,11.2,-0.007260301150381565,-0.045434580239501636,0.0794528891309304,0.2606722167763217,19.997435795830917,127.38069152832031,45.35789489746094,0.3947283923625946
57,11.4,-0.021990567445755005,-0.04043190199367336,0.08809416783539907,0.2890228696010907,20.002162190499835,129.16880798339844,45.36485290527344,0.23841220140457153
58,11.6,0.009372011758387089,-0.019122845147342003,0.07975183123505564,0.2616529979892199,20.002759737798836,130.95706176757812,45.35483169555664,-0.4053344428539276
59,11.8,0.026521719992160797,-0.013667545049632981,0.06868423557639765,0.22534198744846845,20.000719925493225,132.74530029296875,45.342079162597656,-0.3928832411766052
60,12.0,-0.012591393664479256,-0.03007926238596575,0.07770455363296744,0.25493620774118486,19.996024835930243,134.5332489013672,45.34941482543945,0.37761592864990234
61,12.2,-0.02790650725364685,-0.029484655844464525,0.08880747981271755,0.29136313206875625,19.99660497597681,136.3209686279297,45.35883331298828,0.3284189701080322
62,12.4,-0.013625522144138813,-0.009287719285790363,0.07785760775722347,0.25543835383420904,19.997929158636378,138.108642578125,45.34619903564453,-0.5081482529640198
63,12.6,0.02290184423327446,0.009777665136058723,0.04659085398844924,0.1528571373994638,20.00350510004686,139.89651489257812,45.31324768066406,-1.1566773653030396
64,12.8,0.01521236915141344,0.00644933099697707,0.023449603070646727,0.0769343957383006,19.99989216125907,141.68460083007812,45.288421630859375,-0.7214050889015198
65,13.0,-0.002620495855808258,-0.007069010822511498,0.01817764402921556,0.059637941636811576,20.001379645365805,143.47283935546875,45.28146743774414,-0.0992126390337944
66,13.2,-0.0017175022512674332,-0.008628556840466619,0.018061083465811704,0.05925552507797367,20.0032211218506,145.26124572753906,45.27967071533203,0.0027825520373880863
67,13.4,-0.0024463823065161705,-0.005961671663299036,0.01707210041385011,0.056010829921775994,20.00342975467379,147.0496826171875,45.27699661254883,-0.0592956505715847
68,13.6,-0.00293030496686697,-0.0025501014018608063,0.014026967693854517,0.046020236688705654,20.002149201615115,148.8380889892578,45.27226638793945,-0.1419677734375
69,13.8,0.00809707771986723,0.0016872774591475289,0.007926368924182628,0.026005148221215333,20.000514107191652,150.62632751464844,45.26448059082031,-0.2449951171875
70,14.0,-0.0005522835999727249,-0.0012960251086971473,0.005910681963689306,0.019392001813750424,19.998779698952475,152.41444396972656,45.26078414916992,-0.0661621019244194
71,14.2,-0.011930576525628567,-0.0025835475944459905,0.006531169765657631,0.021427723013960183,19.999619006718884,154.20252990722656,45.25971984863281,0.0013240313855931163
72,14.4,-0.0013902289792895317,0.004761761716528549,-0.000712739279641881,-0.002338383538220269,20.000363908949286,155.9906463623047,45.250789642333984,-0.3101501166820526
73,14.6,0.01599644124507904,0.009838170734522783,-0.013513784037333483,-0.044336563221045185,20.001369954685494,157.77877807617188,45.23630905151367,-0.4700622856616974
74,14.8,0.008343729190528393,0.008674556356571494,-0.016799501369528652,-0.055116476073204385,19.999158419472572,159.56690979003906,45.23133850097656,-0.0761108249425888
75,15.0,-0.0052155256271362305,-0.005469435266492546,-0.008446582510678577,-0.027711885764334702,20.000015622400845,161.35504150390625,45.238006591796875,0.30516064167022705
76,15.2,-0.012898176908493042,-0.0077726415145136455,0.0005586780456041647,0.0018329332791399678,20.00108326627148,163.14320373535156,45.24532699584961,0.26510682702064514
77,15.4,0.004844605922698975,0.0015749632689781295,-0.0003583878440517077,-0.0011758131742786047,20.00090926674052,164.93138122558594,45.24272537231445,-0.11889645457267761
78,15.6,6.0502439737319946e-05,0.0025601319152126246,-0.003220356328015073,-0.010565473855204973,19.99993285358783,166.71951293945312,45.238182067871094,-0.1289978176355362
79,15.8,-0.0014125499874353409,0.0019644165908275888,-0.004915359983852755,-0.01612650964942347,20.000162777110777,168.50762939453125,45.23480224609375,-0.0852355882525444
80,16.0,0.0011687306687235832,0.003118768001522369,-0.007571652546620697,-0.024841380541055048,20.000668648919067,170.29576110839844,45.23046112060547,-0.1192016452550888
81,16.2,0.005921205505728722,0.0031394715487996225,-0.009952002578168067,-0.03265092813855692,20.00083667480192,172.08387756347656,45.22639465332031,-0.103271484375
82,16.4,0.000723397359251976,-0.0004083389366154264,-0.007940406587759513,-0.02605120354938492,20.00034043672511,173.87200927734375,45.22672653198242,0.06226733699440956
83,16.6,0.0006067147478461266,-0.0038971158356050843,-0.0030436162946866152,-0.009985618084259634,20.000311640459422,175.66012573242188,45.22993850708008,0.14310549199581146
84,16.8,-0.0111004039645195,-0.007095863410274343,0.0029060443536231425,0.009534266557140951,20.000280026414618,177.44825744628906,45.23420333862305,0.1699855476617813
85,17.0,-0.0007813898846507072,0.0006949851020010663,0.0018166922790530515,0.0059602766968084135,19.999595745413927,179.23638916015625,45.23143005371094,-0.11199948936700821
86,17.2,0.010598425753414631,0.005893352345040279,-0.004157498550241085,-0.013640087543572961,19.999672244452913,181.02450561523438,45.22377395629883,-0.247039794921875
87,17.4,-0.002021745778620243,-0.00023564826267876655,-0.003937498140856255,-0.012918301400446836,19.999048260177894,182.81263732910156,45.22230911254883,0.013944078236818314
88,17.6,-0.008959886617958546,-0.0022257935276706175,-0.0011540491948299192,-0.003786250760365792,20.000207444237887,184.6007537841797,45.22340774536133,0.06989467889070511
89,17.8,0.004732011817395687,0.003637350105241978,-0.004667931209886298,-0.01531473543064336,20.00082237813777,186.38888549804688,45.21820831298828,-0.1781921088695526
90,18.0,0.010039913468062878,0.003746655307818756,-0.008457919786385075,-0.02774908155196361,20.000331714653225,188.177001953125,45.212738037109375,-0.1485595554113388
91,18.2,-0.011472080834209919,-0.002884806386429973,-0.004110431278435527,-0.013485667355542413,19.999555131432352,189.9651336669922,45.21540069580078,0.15634901821613312
92,18.4,-0.013697951100766659,0.0013345254210207864,-0.0034212502015943235,-0.01122457451139872,19.998833160308372,191.7532501220703,45.21440505981445,-0.03570556640625
93,18.6,0.006551844999194145,0.019504845933837663,-0.015858623493706214,-0.05202960630309109,19.999344262539033,193.54116821289062,45.20028305053711,-0.5045470595359802
94,18.8,0.023383785039186478,0.02309737118687945,-0.029757957991677665,-0.09763109889741575,19.999486637024436,195.32923889160156,45.18470001220703,-0.4822082221508026
95,19.0,-0.010626333765685558,0.004385086542309384,-0.02639369938513229,-0.08659350469071743,19.996961972665503,197.11724853515625,45.18638229370117,0.18326212465763092
96,19.2,-0.005986162461340427,0.004804475683489302,-0.020883373696900184,-0.068515007759738,19.998172366714424,198.9050750732422,45.190242767333984,0.15136772394180298
97,19.4,0.014519243501126766,0.01436201528297287,-0.022424833128910027,-0.07357228952265317,20.00162421060157,200.6931915283203,45.187255859375,-0.100494384765625
98,19.6,0.011915347538888454,0.01141732847369665,-0.021493605593094132,-0.07051708097404695,20.00110132753576,202.4814453125,45.191566467285156,0.20933082699775696
99,19.8,0.002716583199799061,0.004165023893830924,-0.013592679773267566,-0.04459540750732716,20.00143901453842,204.26962280273438,45.20918273925781,0.665513277053833
100,20.0,-0.003252204041928053,0.0014878899924480298,-0.004933649406189214,-0.016186514317801822,20.00179662313772,206.05775451660156,45.23402786254883,0.8681429028511047
101,20.2,0.0578884556889534,0.0019485274683861743,-0.004070179598071048,-0.013353608032535417,20.0012669291523,207.8458709716797,45.25876235961914,0.819175660610199
102,20.4,-0.09046865254640579,-0.05473317540284917,0.02800347005184167,0.09187490468488423,19.972577265771918,209.6312255859375,45.32088851928711,2.269315004348755
103,20.6,-0.021632276475429535,-0.021300585485256443,0.03498799285315761,0.11479000647235361,19.915293518584942,211.41256713867188,45.35530090332031,0.8403174877166748
104,20.8,0.021595604717731476,0.023475202028623066,0.0009166873589739914,0.0030075045548162297,19.971799617994595,213.19525146484375,45.343055725097656,-0.5789794921875
105,21.0,0.018108025193214417,0.019165567572899948,-0.024321872156056818,-0.07979617104447745,20.034237042767884,214.9838409423828,45.33351516723633,-0.2898559272289276
106,21.2,0.08310618996620178,5.973920388607512e-05,-0.025462374443242865,-0.08353797656836892,20.065294049384793,216.77694702148438,45.341835021972656,0.38848987221717834
107,21.4,0.17156006395816803,-0.06569124682189267,0.04021877299378401,0.13195135918892634,20.00293462410038,218.56629943847656,45.41033172607422,2.6413462162017822
108,21.6,0.18542921543121338,-0.20342830577357096,0.24661655764382567,0.8091094669801691,19.840228582896213,220.332275390625,45.61587142944336,7.58173942565918
109,21.8,-0.08828739821910858,-0.35698727186158674,0.6363382492529269,2.0877239816789728,19.80873220204571,222.05776977539062,46.0047492980957,13.867424964904785
110,22.0,-0.052282631397247314,-0.3983813364557256,1.0777454881455995,3.5359105073276087,19.91520944285736,223.77755737304688,46.44532012939453,14.451437950134277
111,22.2,0.020092058926820755,-0.6481032275406661,1.467614213572945,4.815007416458661,20.112675637130533,225.52468872070312,46.8343391418457,12.389477729797363
112,22.4,-0.17217469215393066,-0.6385461264098633,1.8544495498761995,6.08415226121583,20.19435751072892,227.2860565185547,47.22031784057617,12.337265014648438
113,22.6,-0.07426125556230545,-0.5915014645265361,2.153687533296656,7.065904206741,19.95115097655114,229.05316162109375,47.51869583129883,8.830506324768066
114,22.8,-0.08849848061800003,-0.5373060463055628,2.335529451440755,7.6624984454648875,19.92462222159226,230.8250732421875,47.69967269897461,5.231928825378418
115,23.0,-0.05960319936275482,-0.48254936520931563,2.4224467485335652,7.947660190458862,19.95708730607201,232.6042938232422,47.78572463989258,2.1343884468078613
116,23.2,-0.056937698274850845,-0.42906764285933413,2.4279552168340555,7.965732593597843,20.049829253213957,234.3926239013672,47.79036331176758,-0.3390808403491974
117,23.4,-0.2473433017730713,-0.37359664279377247,2.3649724212321903,7.759096118475419,20.100163086971794,236.18653869628906,47.72650909423828,-2.471008777618408
118,23.6,-0.07245443761348724,-0.24775403022130296,2.148920820375555,7.0502653843209355,19.789420060945222,237.9518280029297,47.50959396362305,-8.209329605102539
119,23.8,0.08144771307706833,-0.38419787090412033,1.7829393888539438,5.849538864527573,19.90591665323522,239.6863555908203,47.14276885986328,-12.665789604187012
120,24.0,0.033131811767816544,-0.26060859345733933,1.4206220922788888,4.66083378523227,20.013092853944805,241.43289184570312,46.77960205078125,-11.685961723327637
121,24.2,0.015518049709498882,-0.16161083398261142,1.1002233336511964,3.609656721976191,20.151701479720305,243.2005615234375,46.458343505859375,-10.067792892456055
122,24.4,0.04327044263482094,-0.060892472123227216,0.803619087801094,2.6365456480213414,20.17569851392358,244.97984313964844,46.16087341308594,-9.275555610656738
123,24.6,0.12215756624937057,0.0037233077880848508,0.5457416735028342,1.7904911120950386,20.08022760596533,246.76089477539062,45.90212631225586,-7.970497131347656
124,24.8,0.03125864267349243,-0.013438140282484266,0.38377200847976684,1.2590945563007583,19.89541969888427,248.53829956054688,45.73929214477539,-4.556155204772949
125,25.0,-0.002055737189948559,-0.025951734021862478,0.29456706178785313,0.9664273989960601,19.90394691388586,250.31442260742188,45.64922332763672,-2.469696283340454
126,25.2,-0.012758851051330566,-0.01177654849460438,0.22354083823671045,0.7334017237205291,19.99900093748047,252.0966339111328,45.57733154296875,-2.130737543106079
127,25.4,0.02339416742324829,0.012377695270848078,0.14731820938438253,0.4833274740766576,20.09032605079885,253.8876953125,45.5002326965332,-2.462188720703125
128,25.6,0.08048981428146362,0.011757079510172058,0.08252183760126687,0.2707409456757404,20.10294964209047,255.6839141845703,45.43456268310547,-1.9854127168655396
129,25.8,-0.0362655445933342,-0.042962362831509365,0.0780456338199346,0.25605523726179424,20.014528529014164,257.4767761230469,45.42921447753906,0.25688597559928894
130,26.0,-0.12189096212387085,-0.04138218973849863,0.08571961794601916,0.2812323513420175,19.95061470795481,259.2625732421875,45.43601989746094,0.2573041617870331
131,26.2,0.06863629817962646,0.0643892499355752,0.009775190380193019,0.032070835606952466,19.880558761027167,261.0389099121094,45.35921096801758,-2.976989984512329
132,26.4,0.062370285391807556,0.08651932564886897,-0.08083471724189226,-0.26520577371588977,19.902751768728127,262.8137512207031,45.26773452758789,-2.851806879043579
133,26.6,0.04062943160533905,0.044077306176125514,-0.1099425159837635,-0.36070380414017067,20.027202894952033,264.59857177734375,45.23775863647461,-0.6553954482078552
134,26.8,-0.002312205731868744,0.000958056313174759,-0.08705439174680307,-0.2856115306185814,20.126429768299616,266.3945007324219,45.25977325439453,1.0654298067092896
135,27.0,-0.04990965127944946,-0.017412724102722186,-0.04504130853308941,-0.14777332668770105,20.126478091720276,268.1943359375,45.30091094970703,1.4635837078094482
136,27.2,-0.0063817668706178665,0.002781088049723473,-0.03246630341216308,-0.10651674688676113,20.033153747780094,269.9892272949219,45.31261444091797,0.20727339386940002
137,27.4,0.018157023936510086,0.01615659926809614,-0.04303590298803206,-0.1411939119592551,19.958694274604557,271.7763366699219,45.301170349121094,-0.47152698040008545
138,27.6,0.00938429031521082,0.024292786267929977,-0.04675013956161339,-0.15337972787932366,19.94019200252378,273.5593566894531,45.29658889770508,-0.0978088304400444
139,27.8,-0.019092809408903122,0.007302166884631706,-0.038500744777573745,-0.12631478349605504,19.982446424879072,275.3439025878906,45.30397033691406,0.32689228653907776
140,28.0,-0.01289685070514679,0.015251685370084053,-0.03865675985861224,-0.1268266440145294,20.03354996743885,277.1329345703125,45.30294418334961,-0.062225341796875
141,28.2,0.012326355092227459,0.030686250668256303,-0.054245048255319,-0.17796932411798078,20.05647717743853,278.9254150390625,45.28648376464844,-0.589691162109375
142,28.4,0.029954232275485992,0.028488359474567453,-0.06752228522863991,-0.22152981426953097,20.036676380530157,280.71783447265625,45.27233123779297,-0.413787841796875
143,28.6,-0.03704235702753067,0.005220362732384533,-0.05698599921473523,-0.18696194566367194,19.996327446280926,282.5072937011719,45.28199768066406,0.4807901084423065
144,28.8,0.016029193997383118,0.016926852792652658,-0.058776773956206986,-0.19283719106648212,19.96182123664792,284.2928771972656,45.279335021972656,-0.1555481255054474
145,29.0,0.0078820725902915,0.015371742504937915,-0.06252745717917944,-0.2051425826117391,19.968478792196194,286.0775451660156,45.27471160888672,-0.101837158203125
146,29.2,-3.1375326216220856e-05,0.006648899859610717,-0.05595917617257289,-0.18359310355402406,20.00494934964364,287.8645324707031,45.28041076660156,0.24763567745685577
147,29.4,-0.020202435553073883,0.013422481771855684,-0.046097277915623056,-0.15123779327669273,20.034132773742705,289.6546325683594,45.28940200805664,0.33645516633987427
148,29.6,0.010239132679998875,0.025998533979429726,-0.04911835217914008,-0.16114945456340996,20.03277525275477,291.4458923339844,45.2855110168457,-0.1836242526769638
149,29.8,-0.011400739662349224,0.023396078205322402,-0.05309780799176635,-0.17420541237170672,20.00993633153884,293.2359313964844,45.280662536621094,-0.1261596530675888
150,30.0,0.03220631927251816,0.028646809358870717,-0.06178110974484949,-0.202693936095292,19.988642487642675,295.02386474609375,45.2711067199707,-0.3287048041820526
151,30.2,0.009016725234687328,0.007748589349389325,-0.053412702369022076,-0.1752385304403824,19.973401506085196,296.8099670410156,45.27860641479492,0.38983914256095886
152,30.4,-0.013146927580237389,-0.012542768148292022,-0.02674160578947017,-0.08773492993832532,19.99015887974169,298.59625244140625,45.30440902709961,0.9484193325042725
153,30.6,-0.015697941184043884,-0.013682281884210909,-0.0037127281769838384,-0.012180867112175656,20.011331166997586,300.3843994140625,45.32656478881836,0.7183274626731873
154,30.8,-0.010348578914999962,-0.005004464007577279,0.0047279348636449356,0.01551159781804085,20.021466850828297,302.1741027832031,45.334129333496094,0.1804855465888977
155,31.0,0.016296859830617905,0.004244942043023386,-0.0004924386152698295,-0.0016156123065218676,20.015904150923383,303.96392822265625,45.32804489135742,-0.259246826171875
156,31.2,0.003210325725376606,-0.0020826926509310488,-8.063017360804454e-05,-0.0002645346987802169,19.998528389303978,305.75262451171875,45.32758331298828,0.0466172993183136
157,31.4,-0.012744384817779064,-0.012304457371379803,0.00798525882775127,0.026198356572439477,19.99020026056202,307.54022216796875,45.33477783203125,0.2917790412902832
158,31.6,-0.008248982019722462,-0.0046897750922124835,0.009396202623996871,0.030827437416913895,19.99160288793397,309.3274230957031,45.33531951904297,0.0030020952690392733
159,31.8,0.015562751330435276,0.0071225598948991085,0.000690139167045316,0.002264236184808955,20.000653685450803,311.1151428222656,45.32574462890625,-0.341217041015625
160,32.0,0.0026793712750077248,0.000522927943582903,-0.0014602987217547136,-0.004791006458281734,20.00525508443452,312.9035949707031,45.32272720336914,-0.0297851525247097
161,32.2,-0.0038248086348176003,-0.00579855322944801,0.0036512310920678525,0.011979105016099893,20.007874903283668,314.69232177734375,45.32696533203125,0.19548442959785461
162,32.4,-0.01058442983776331,-0.005339327671677227,0.007908818540689217,0.02594756822103481,20.00517084095658,316.4810791015625,45.33034896850586,0.13245879113674164
163,32.6,0.005881973542273045,0.0019472322546517764,0.003991156169786492,0.013094344808082315,19.99985966035052,318.2693786621094,45.3255615234375,-0.1806029975414276
164,32.8,0.002393573522567749,0.002098907320900164,-0.00029921109070728274,-0.0009816637148360814,19.996007733292622,320.0572509765625,45.32040023803711,-0.139251708984375
165,33.0,-0.002703158650547266,0.00017151831463019782,-0.0013151578632052234,-0.004314822523918225,19.997297718435817,321.8450622558594,45.31852340698242,-0.02249145321547985
166,33.2,-0.0020179608836770058,0.0025840333828314956,-0.0031089330191668672,-0.010199911806603425,20.001019139273147,323.6331481933594,45.315853118896484,-0.0651550218462944
167,33.4,0.002727448008954525,0.006128085960480374,-0.0071061468077875025,-0.02331413069286155,20.003693598752733,325.42156982421875,45.31098175048828,-0.1443481296300888
168,33.6,0.005889476276934147,0.005610630174693209,-0.010176875600225187,-0.033388700544242804,20.00334724613749,327.21002197265625,45.30704116821289,-0.0957641527056694
169,33.8,0.0011687036603689194,0.00033148299123471515,-0.008349660611317361,-0.027393900520034452,20.000901750135064,328.99822998046875,45.30799865722656,0.0846700444817543
170,34.0,-0.0038860226050019264,-0.0034121666867361115,-0.00330664178053837,-0.010848562619261506,19.999063268197162,330.7863464355469,45.312171936035156,0.17771725356578827
171,34.2,-0.005273922346532345,-0.0024586252404589035,-3.204738807856966e-06,-1.0514235270369448e-05,19.998673654585026,332.5744934082031,45.31460189819336,0.09207352995872498
172,34.4,-0.009705226868391037,0.0015184335646259567,-0.0015939911106229087,-0.005229629795376064,19.999594711177856,334.36260986328125,45.31214141845703,-0.0848998874425888
173,34.6,0.01283115241676569,0.009604716113572328,-0.011996727123756256,-0.03935934221670447,20.00054271496945,336.1507263183594,45.30086898803711,-0.3946533501148224
174,34.8,0.007295985706150532,0.006258088811301375,-0.01805226289602973,-0.05922658619981017,19.9987813727655,337.9388732910156,45.2939453125,-0.16497802734375
175,35.0,-0.0023910077288746834,0.0028083201171680045,-0.014768270877805948,-0.048452333826740863,19.999834485115493,339.72698974609375,45.296356201171875,0.15168730914592743
176,35.2,0.0009064255282282829,-0.0007638447353259414,-0.009696623502308457,-0.03181307025131368,20.00122957214977,341.5151062011719,45.30055618286133,0.17215144634246826
177,35.4,-0.0016410364769399166,-0.003283091149702114,-0.004310329400542919,-0.01414150111047723,20.001570732356033,343.30322265625,45.30507278442383,0.17578335106372833
