step,time_sec,steer_norm,steer_rad,cte_m,cte_ft,speed_mph,x,y,yaw
0,0.0,-0.021381607826272808,-0.02612191028135749,-0.01513017477486657,-0.04963968260837324,19.701906912803356,658.9847412109375,21.630950927734375,-107.03339385986328
1,0.2,-0.022076387603859306,-0.026970722735634913,-0.011289817450494483,-0.03704008468428032,20.423531744473415,658.4341430664062,19.904926300048828,-107.77561950683594
2,0.4,-0.020587003357092185,-0.02515114200135952,-0.009614777690316274,-0.03154454723749724,19.65728373099946,657.8659057617188,18.200422286987305,-108.58538818359375
3,0.6,-0.018984080245984747,-0.023192850836519566,-0.012595980945869306,-0.04132539812644585,18.540419164888412,657.3056030273438,16.592493057250977,-109.33601379394531
4,0.8,-0.02654697426553544,-0.032432438460204646,-0.020045074494433435,-0.06576468220431698,17.896209353016832,656.7532958984375,15.06879711151123,-110.00318145751953
5,1.0,-0.02790798359401361,-0.03409518355680643,-0.013828390348885444,-0.04536873619223732,18.207157752499967,656.1838989257812,13.567062377929688,-110.82366180419922
6,1.2,-0.048006965953732696,-0.058650110305675233,-0.027585135986772064,-0.09050241755084126,19.326821849870274,655.5634155273438,12.008289337158203,-111.76691436767578
7,1.4,-0.0610181109325847,-0.07454582612633873,-0.04201886404971297,-0.1378571699288603,20.21217637928888,654.8667602539062,10.37503719329834,-113.29249572753906
8,1.6,-0.06499014495836584,-0.07939846009563556,-0.049740033101759396,-0.1631890902015763,20.280699280258684,654.0986328125,8.729193687438965,-115.38868713378906
9,1.8,-0.06812896448028787,-0.0832331559055677,-0.00465497250178698,-0.015272219982762797,19.797112978954367,653.2781372070312,7.13617467880249,-117.71993255615234
10,2.0,-0.062294377321116756,-0.07610504077320834,-0.006839347069575119,-0.022438803439744835,19.288005040471127,652.4152221679688,5.621225357055664,-120.1288833618164
11,2.2,-0.05835471736760568,-0.07129195820800387,-0.020996381939471932,-0.0688857697222971,19.140603541390515,651.50732421875,4.168370723724365,-122.3872299194336
12,2.4,-0.05805922546353433,-0.07093095574879989,-0.042187138259686396,-0.13840925068790952,19.448100937303042,650.5399169921875,2.743222236633301,-124.48721313476562
13,2.6,-0.05932119486488348,-0.07247270376642814,-0.06510264472050403,-0.21359136090481845,19.91951790423701,649.4985961914062,1.322960615158081,-126.56981658935547
14,2.8,-0.06121934999947566,-0.07479167989435942,-0.015550202486890041,-0.05101772632708832,20.170441274196943,648.385009765625,-0.08497711271047592,-128.7182159423828
15,3.0,-0.0625448586191397,-0.07641105377500299,-0.017946220948742958,-0.058878679537473846,20.09515243989161,647.2147216796875,-1.4545952081680298,-130.94468688964844
16,3.2,-0.06192954069523647,-0.0756593198673704,-0.025944726063258476,-0.08512049505738094,19.857990923980065,646.0026245117188,-2.765218734741211,-133.21481323242188
17,3.4,-0.060820219523398944,-0.07430406219173649,-0.04134041123277632,-0.13563127478894185,19.684226664571803,644.7534790039062,-4.012881755828857,-135.463134765625
18,3.6,-0.06095628030681814,-0.07447028765083973,-0.008364843300295521,-0.027443712493341557,19.697997225249598,643.4617309570312,-5.206155776977539,-137.665283203125
19,3.8,-0.06073554654556655,-0.07420061721471866,-0.012062996728757935,-0.039576762187578184,19.861286970429585,642.1179809570312,-6.354719161987305,-139.86334228515625
20,4.0,-0.06071969548834287,-0.07418125197810849,-0.020134378484948492,-0.06605767430855841,20.02790489589248,640.7186889648438,-7.46087121963501,-142.0718536376953
21,4.2,-0.06082175083693015,-0.07430593299747756,-0.03182212498608375,-0.104403300539343,20.08043114874638,639.2699584960938,-8.518450736999512,-144.29135131835938
22,4.4,-0.06080820341205645,-0.07428938210850937,-0.04761333339044921,-0.1562117287207214,20.017047993742963,637.782470703125,-9.518661499023438,-146.51637268066406
23,4.6,-0.06197801240651649,-0.0757185377570412,-0.008034336726636115,-0.02635937330621683,19.9196710680821,636.2642211914062,-10.456239700317383,-148.73582458496094
24,4.8,-0.061263418873416166,-0.07484551883765253,-0.011528465295986723,-0.03782305008168508,19.871689635191323,634.7163696289062,-11.33019733428955,-150.976318359375
25,5.0,-0.060454358878042506,-0.07385709024130453,-0.02095157723246836,-0.0687387726473715,19.90253216328697,633.1358642578125,-12.14272689819336,-153.20753479003906
26,5.2,-0.060269509117769494,-0.07363125928917899,-0.03510450650818664,-0.11517226913231905,19.975268425803463,631.5205078125,-12.895845413208008,-155.41542053222656
27,5.4,-0.06042658002739831,-0.07382315281947252,-0.053069523399990604,-0.17411261515162518,20.02904080469058,629.8719482421875,-13.588834762573242,-157.61654663085938
28,5.6,-0.06186826784320745,-0.07558446282404654,-0.00915556208900803,-0.030037934324101102,20.031501198257114,628.1957397460938,-14.218917846679688,-159.82350158691406
29,5.8,-0.06155501540155612,-0.07520176231608111,-0.013032228960376133,-0.04275665806236043,19.99527074103742,626.4979858398438,-14.782564163208008,-162.06781005859375
30,6.0,-0.060780529497578166,-0.07425557288719124,-0.022505726011386156,-0.07383768612719616,19.959347309387415,624.7828369140625,-15.278181076049805,-164.31556701660156
